                                                                          BALANTA ANALITICA
                                                          A OBIECTELOR DE INVENTAR PENTRU PERIOADA  01/01/2004 - 08/05/2004


                                                                                                              
 ADM PIETELOR PITESTI -  -   -  -   -                                                                                        PERIOADA:  01/01/2004 - 08/05/2004            pagina:     1
|-----|--------|-----------------------------------------|------------|---------|-------------------------------------------|---------------------------------------------------------------|
|     |        |                                         | UNITATE    |  STARE  |            C A N T I T A T I V            |                   V A L O R I C                               |
| Crt.| FISA   |             DENUMIREA MATERIALULUI      |   DE       | MATERIAL|-------------------------------------------|---------------------------------------------------------------|
|     |        |                                         | MASURA     |         |STOC PREC.| INTRARI  |  IESIRI  |   STOC   |  SOLD INITIAL |    DEBIT      |    CREDIT     |     SOLD      |
|  183|   20291| SET LENJERIE PAT                        | buc        | NOU     |    0     |    20    |    0     |    20    |               |       5546080 |               |       5546080 |
|  184|   20292| LUSTRA CU VENTILAT/5 PAL.               | buc        | NOU     |    0     |    5     |    0     |    5     |               |        628046 |               |        628046 |
|  185|   20293| DRAPELE MATASE                          | buc        | NOU     |    0     |    2     |    0     |    2     |               |         43232 |               |         43232 |
|  186|   20294| PATURI LINA                             | buc        | NOU     |    0     |    40    |    0     |    40    |               |      10696393 |               |      10696393 |
|  187|   20295| GARNIT LENJ 2 PER                       | buc        | NOU     |    0     |    40    |    0     |    40    |               |       9091934 |               |       9091934 |
|  188|   20296| TABLOU ELECTRIC C 3                     | buc        | NOU     |    0     |    4     |    0     |    4     |               |       2759955 |               |       2759955 |
|  189|   20297| HUSE SALTELE 90X190                     | buc        | NOU     |    0     |    36    |    0     |    36    |               |       8517607 |               |       8517607 |
|  190|   20298| HUSE SALTELE 120X190                    | buc        | NOU     |    0     |    2     |    0     |    2     |               |        534819 |               |        534819 |
|  191|   20299| GRILAJ USI SMIRD.35KG/BUC               | buc        | NOU     |    0     |    3     |    0     |    3     |               |      12740672 |               |      12740672 |
|  192|   20300| CANCIOG                                 | buc        | NOU     |    0     |    1     |    0     |    1     |               |         23172 |               |         23172 |
|  193|   20301| PREFABRICATE BETON                      | buc        | NOU     |    0     |    20    |    0     |    20    |               |      11147496 |               |      11147496 |
|  194|   20302| LUSTRA CU VENTILATOR                    | buc        | NOU     |    0     |    2     |    0     |    2     |               |        439346 |               |        439346 |
|  195|   20303| PISTOL LIPIT                            | buc        | NOU     |    0     |    1     |    0     |    1     |               |        154533 |               |        154533 |
|  196|   20307| DISPOZITIV TAIAT FAIANTA                | buc        | NOU     |    0     |    1     |    0     |    1     |               |        634453 |               |        634453 |
|  197|   20308| TOMBEROANE GUNOI                        | buc        | NOU     |    0     |    7     |    0     |    7     |               |       2572500 |               |       2572500 |
|  198|   20309| COLTAR-BIROU                            | buc        | NOU     |    0     |    1     |    0     |    1     |               |       1818676 |               |       1818676 |
|  199|   20310| SUPORT CIRLIGE                          | buc        | NOU     |    0     |    1     |    0     |    1     |               |         86785 |               |         86785 |
|  200|   20312| CEAS REDUCTOR BUTELIE                   | buc        | NOU     |    0     |    4     |    0     |    4     |               |        160172 |               |        160172 |
|  201|   20313| ARAGAZ 2 OCHIURI                        | buc        | NOU     |    0     |    3     |    0     |    3     |               |       2355228 |               |       2355228 |
|  202|   20314| BUTELIE ARAGAZ                          | buc        | NOU     |    0     |    4     |    0     |    4     |               |       1714428 |               |       1714428 |
|  203|   20315| POMPA ZUGRAV                            | buc        | NOU     |    0     |    1     |    0     |    1     |               |        131356 |               |        131356 |
|  204|   20316| CIUBERE FLORI                           | buc        | NOU     |    0     |    10    |    0     |    10    |               |       1217605 |               |       1217605 |
|  205|   20317| CAPAC WC                                | buc        | NOU     |    0     |    1     |    0     |    1     |               |         22951 |               |         22951 |
|  206|   20318| SPALATOR INOX                           | buc        | NOU     |    0     |    2     |    0     |    2     |               |       1095014 |               |       1095014 |
|  207|   20319| CALCULATOR CITIZEN 8820                 | buc        | NOU     |    0     |    2     |    0     |    2     |               |        428339 |               |        428339 |
|  208|   20320| CALCULATOR CITIZEN 8873                 | buc        | NOU     |    0     |    2     |    0     |    2     |               |        416441 |               |        416441 |
|  209|   20321| CALCULATOR CITIZEN 888                  | buc        | NOU     |    0     |    1     |    0     |    1     |               |        218136 |               |        218136 |
|  210|   20322| PRELUNGITOR                             | buc        | NOU     |    0     |    3     |    0     |    3     |               |        129233 |               |        129233 |
|  211|   20323| VITRINE BOXE SMARD.190/54/85            | buc        | NOU     |    0     |    4     |    0     |    4     |               |      14174330 |               |      14174330 |
|  212|   20324| MESE MOZAICATE                          | buc        | NOU     |    0     |    36    |    0     |    36    |               |      94301941 |               |      94301941 |
|  213|   20326| VITRINA EXPUNERE MARFA                  | buc        | NOU     |    0     |    4     |    0     |    4     |               |        977404 |               |        977404 |
|  214|   20327| GALANTARE ALUMINIU                      | buc        | NOU     |    0     |    67    |    0     |    67    |               |      54050673 |               |      54050673 |
|  215|   20328| CALCULATOR CITIZEN CT 7OO               | buc        | NOU     |    0     |    2     |    0     |    2     |               |        445082 |               |        445082 |
|  216|   20330| TELEFON PANASONIC 2261                  | buc        | NOU     |    0     |    3     |    0     |    3     |               |       1930167 |               |       1930167 |
|  217|   20331| TELEFONIC PANASONIC 2315                | buc        | NOU     |    0     |    3     |    0     |    3     |               |       1374300 |               |       1374300 |
|  218|   20332| SALTELE 1 PERS                          | buc        | NOU     |    0     |    32    |    0     |    32    |               |      21959061 |               |      21959061 |
|  219|   20333| BOILER 50                               | buc        | NOU     |    0     |    5     |    0     |    5     |               |       1955902 |               |       1955902 |
|  220|   20334| ANTENA MAGNET CU CONECTOR               | buc        | NOU     |    0     |    1     |    0     |    1     |               |       1077434 |               |       1077434 |
|  221|   20335| TABLOU ELECTRIC                         | buc        | NOU     |    0     |    1     |    0     |    1     |               |       2503750 |               |       2503750 |
|  222|   20336| SCARA LOEMN                             | buc        | NOU     |    0     |    3     |    0     |    3     |               |        491802 |               |        491802 |
|  223|   20338| PATURI STEJAR                           | buc        | NOU     |    0     |    36    |    0     |    36    |               |      48133763 |               |      48133763 |
|  224|   20339| LAVOAR                                  | buc        | NOU     |    0     |    12    |    0     |    12    |               |        682046 |               |        682046 |
|-----|--------|-----------------------------------------|------------|---------|----------|----------|----------|----------|---------------|---------------|---------------|---------------|
                                                                                                                                                                                  08/05/2004                                                                                                              
 ADM PIETELOR PITESTI -  -   -  -   -                                                                                        PERIOADA:  01/01/2004 - 08/05/2004            pagina:     5
|-----|--------|-----------------------------------------|------------|---------|-------------------------------------------|---------------------------------------------------------------|
|     |        |                                         | UNITATE    |  STARE  |            C A N T I T A T I V            |                   V A L O R I C                               |
| Crt.| FISA   |             DENUMIREA MATERIALULUI      |   DE       | MATERIAL|-------------------------------------------|---------------------------------------------------------------|
|     |        |                                         | MASURA     |         |STOC PREC.| INTRARI  |  IESIRI  |   STOC   |  SOLD INITIAL |    DEBIT      |    CREDIT     |     SOLD      |
|-----|--------|-----------------------------------------|------------|---------|----------|----------|----------|----------|---------------|---------------|---------------|---------------|
|  225|   20342| DRISCA                                  | buc        | NOU     |    0     |    1     |    0     |    1     |               |         50410 |               |         50410 |
|  226|   20343| CENTURI SIGURANTA                       | buc        | NOU     |    0     |    2     |    0     |    2     |               |        385656 |               |        385656 |
|  227|   20344| BOILER 6O L                             | buc        | NOU     |    0     |    3     |    0     |    3     |               |       1269344 |               |       1269344 |
|  228|   20345| REZERVOR WC                             | buc        | NOU     |    0     |    5     |    0     |    5     |               |        536715 |               |        536715 |
|  229|   20346| BOILER 15 L                             | buc        | NOU     |    0     |    7     |    0     |    7     |               |       1869637 |               |       1869637 |
|  230|   20347| PELERINE PLOAIE                         | buc        | NOU     |    0     |    16    |    0     |    16    |               |       1100476 |               |       1100476 |
|  231|   20348| STINGATOARE P5-CO2                      | buc        | NOU     |    0     |    20    |    0     |    20    |               |       3359440 |               |       3359440 |
|  232|   20349| MESE MOZAICATE                          | buc        | NOU     |    0     |    26    |    0     |    26    |               |      68106958 |               |      68106958 |
|  233|   20352| SUPORTI-COLOP STAMP.4926 PRET           | buc        | NOU     |    0     |    18    |    0     |    18    |               |       1615695 |               |       1615695 |
|  234|   20353| AMPRENTE PRET STAMP                     | buc        | NOU     |    0     |    18    |    0     |    18    |               |       1023857 |               |       1023857 |
|  235|   20355| VITRINE TIP GALANTARE                   | buc        | NOU     |    0     |    5     |    0     |    5     |               |        815575 |               |        815575 |
|  236|   20356| SCRUMIERE                               | buc        | NOU     |    0     |    10    |    0     |    10    |               |         29512 |               |         29512 |
|  237|   20357| CANI APA                                | buc        | NOU     |    0     |    6     |    0     |    6     |               |         98362 |               |         98362 |
|  238|   20358| PAHARE                                  | buc        | NOU     |    0     |    54    |    0     |    54    |               |        259061 |               |        259061 |
|  239|   20359| TOMBEROANE GUNOI                        | buc        | NOU     |    0     |    1     |    0     |    1     |               |        162500 |               |        162500 |
|  240|   20360| FURTUN DESF CANAL                       | buc        | NOU     |    0     |    1     |    0     |    1     |               |        316607 |               |        316607 |
|  241|   20361| HIDRANTI                                | buc        | NOU     |    0     |    6     |    0     |    6     |               |       2724113 |               |       2724113 |
|  242|   20362| CALORIFER ZASS 12 EL.                   | buc        | NOU     |    0     |    11    |    0     |    11    |               |       3144833 |               |       3144833 |
|  243|   20363| BALANTA SEMIAUTOMATA                    | buc        | NOU     |    0     |    1     |    0     |    1     |               |       1697457 |               |       1697457 |
|  244|   20364| TELEVIZOR GOLDSTAR                      | buc        | NOU     |    0     |    2     |    0     |    2     |               |       3603566 |               |       3603566 |
|  245|   20365| DUBLU RADIO CASET MEKOSONIC             | buc        | NOU     |    0     |    1     |    0     |    1     |               |        259109 |               |        259109 |
|  246|   20366| COS GUNOI                               | buc        | NOU     |    0     |    1     |    0     |    1     |               |          4098 |               |          4098 |
|  247|   20367| CALORIFER EL. 9 EL.WHIRLPOOL            | buc        | NOU     |    0     |    6     |    0     |    6     |               |       2661095 |               |       2661095 |
|  248|   20368| CALORIFER EL.7 EL.WHIRLPOOL             | buc        | NOU     |    0     |    3     |    0     |    3     |               |        660825 |               |        660825 |
|  249|   20369| CALORIFER 12 EL.WHIRLPOOL               | buc        | NOU     |    0     |    3     |    0     |    3     |               |       3321399 |               |       3321399 |
|  250|   20370| GHETE PIELE                             | per        | NOU     |    0     |    1     |    0     |    1     |               |        199262 |               |        199262 |
|  251|   20372| COS GUNOI                               | buc        | NOU     |    0     |    10    |    0     |    10    |               |         38930 |               |         38930 |
|  252|   20373| CONTOR MONOFAZAT                        | buc        | NOU     |    0     |    1     |    0     |    1     |               |        234372 |               |        234372 |
|  253|   20374| OGLINDA BAIE                            | buc        | NOU     |    0     |    8     |    0     |    8     |               |        445901 |               |        445901 |
|  254|   20375| RINDEA                                  | buc        | NOU     |    0     |    1     |    0     |    1     |               |        143443 |               |        143443 |
|  255|   20376| GEANTA DIPLOMAT                         | buc        | NOU     |    0     |    1     |    0     |    1     |               |        409754 |               |        409754 |
|  256|   20377| LAVOAR PAFS                             | buc        | NOU     |    0     |    6     |    0     |    6     |               |        705000 |               |        705000 |
|  257|   20378| TELEFON MOBIL ALCAT.OTE 01.00           | buc        | NOU     |    0     |    1     |    0     |    1     |               |       1596639 |               |       1596639 |
|  258|   20379| SCARA AL SM 2X11R                       | buc        | NOU     |    0     |    1     |    0     |    1     |               |       2071920 |               |       2071920 |
|  259|   20380| SCARA 1X9 R AL.                         | buc        | NOU     |    0     |    1     |    0     |    1     |               |        744960 |               |        744960 |
|  260|   20381| CENTURA SIG.ELECTR.                     | buc        | NOU     |    0     |    1     |    0     |    1     |               |        614680 |               |        614680 |
|  261|   20382| FURTUN PSI                              | buc        | NOU     |    0     |    63    |    0     |    63    |               |        833400 |               |        833400 |
|  262|   20383| FRIGIDER 24O L                          | buc        | NOU     |    0     |    4     |    0     |    4     |               |       7693852 |               |       7693852 |
|  263|   20384| BIROU B4V3                              | buc        | NOU     |    0     |    1     |    0     |    1     |               |       1257258 |               |       1257258 |
|  264|   20386| MASA BLAT INOX                          | buc        | NOU     |    0     |    4     |    0     |    4     |               |        737816 |               |        737816 |
|  265|   20387| DULAP 141                               | buc        | NOU     |    0     |    3     |    0     |    3     |               |        939252 |               |        939252 |
|  266|   20388| SCAUN DOR                               | buc        | NOU     |    0     |    1     |    0     |    1     |               |        194034 |               |        194034 |
|  267|   20389| CALORIFER ZASS 9 EL                     | buc        | NOU     |    0     |    1     |    0     |    1     |               |        177262 |               |        177262 |
|  268|   20390| TELEVIZOR DAEWO                         | buc        | NOU     |    0     |    1     |    0     |    1     |               |       1319925 |               |       1319925 |
|  269|   20391| RADIOCASET DAEWO                        | buc        | NOU     |    0     |    1     |    0     |    1     |               |        872678 |               |        872678 |
|  270|   20392| BRAT AFISAJ CANTAR ELECTR               | buc        | NOU     |    0     |    4     |    0     |    4     |               |       5960000 |               |       5960000 |
|  271|   20393| DISTRIBUITOR PROSOAPE                   | buc        | NOU     |    0     |    5     |    0     |    5     |               |       1964700 |               |       1964700 |
|  272|   20394| DISTRIBUITOR H1 8904                    | buc        | NOU     |    0     |    1     |    0     |    1     |               |        235120 |               |        235120 |
|  273|   20395| DISTRIBUITOR SAPUN                      | buc        | NOU     |    0     |    9     |    0     |    9     |               |       1348350 |               |       1348350 |
|  274|   20396| DISTRIBUITOR SAPUN 6906                 | buc        | NOU     |    0     |    2     |    0     |    2     |               |        629800 |               |        629800 |
|  275|   20399| COS PLASTIC WINDOWS                     | buc        | NOU     |    0     |    3     |    0     |    3     |               |       1136500 |               |       1136500 |
|  276|   20401| USA LEMN                                | buc        | NOU     |    0     |    1     |    0     |    1     |               |        129098 |               |        129098 |
|  277|   20403| DULAP D 211                             | buc        | NOU     |    0     |    3     |    0     |    3     |               |       1298409 |               |       1298409 |
|  278|   20404| FRIGIDER 180 L                          | buc        | NOU     |    0     |    3     |    0     |    3     |               |       2770755 |               |       2770755 |
|  279|   20406| RAFT METALIC PT CINTARE                 | buc        | NOU     |    0     |    2     |    0     |    2     |               |       2222298 |               |       2222298 |
|  280|   20407| PARAVAN METALIC WC                      | buc        | NOU     |    0     |    1     |    0     |    1     |               |        426730 |               |        426730 |
|  281|   20408| MESE DUBLE                              | buc        | NOU     |    0     |    50    |    0     |    50    |               |      38454339 |               |      38454339 |
|-----|--------|-----------------------------------------|------------|---------|----------|----------|----------|----------|---------------|---------------|---------------|---------------|
                                                                                                                                                                                  08/05/2004                                                                                                              
 ADM PIETELOR PITESTI -  -   -  -   -                                                                                        PERIOADA:  01/01/2004 - 08/05/2004            pagina:     6
|-----|--------|-----------------------------------------|------------|---------|-------------------------------------------|---------------------------------------------------------------|
|     |        |                                         | UNITATE    |  STARE  |            C A N T I T A T I V            |                   V A L O R I C                               |
| Crt.| FISA   |             DENUMIREA MATERIALULUI      |   DE       | MATERIAL|-------------------------------------------|---------------------------------------------------------------|
|     |        |                                         | MASURA     |         |STOC PREC.| INTRARI  |  IESIRI  |   STOC   |  SOLD INITIAL |    DEBIT      |    CREDIT     |     SOLD      |
|-----|--------|-----------------------------------------|------------|---------|----------|----------|----------|----------|---------------|---------------|---------------|---------------|
|  282|   20409| VITRINE MET CU GEAM                     | buc        | NOU     |    0     |    13    |    0     |    13    |               |       5332062 |               |       5332062 |
|  283|   20410| RAFT MET.POLITE EXP MARFA               | buc        | NOU     |    0     |    18    |    0     |    18    |               |      24323070 |               |      24323070 |
|  284|   20411| DUBLU RADIOCASET                        | buc        | NOU     |    0     |    2     |    0     |    2     |               |        900166 |               |        900166 |
|  285|   20412| MASA CONSILIU                           | buc        | NOU     |    0     |    2     |    0     |    2     |               |       2508778 |               |       2508778 |
|  286|   20413| RADIOCASET ELECTRA                      | buc        | NOU     |    0     |    1     |    0     |    1     |               |        248823 |               |        248823 |
|  287|   20414| PANOU OBLIGATII                         | buc        | NOU     |    0     |    2     |    0     |    2     |               |        827490 |               |        827490 |
|  288|   20415| DULAP 121N                              | buc        | NOU     |    0     |    1     |    0     |    1     |               |        211779 |               |        211779 |
|  289|   20416| MASA VITRINA CU PAL                     | buc        | NOU     |    0     |    1     |    0     |    1     |               |        185357 |               |        185357 |
|  290|   20418| BOXE MET VARZA                          | buc        | NOU     |    0     |    2     |    0     |    2     |               |        546089 |               |        546089 |
|  291|   20420| CARUCIOARE POMPIERI                     | buc        | NOU     |    0     |    3     |    0     |    3     |               |        587035 |               |        587035 |
|  292|   20421| FISET METALIC 3 USI                     | buc        | NOU     |    0     |    1     |    0     |    1     |               |       1267478 |               |       1267478 |
|  293|   20422| FIRMA SUCCES IN AFACERIÿÿ               | buc        | NOU     |    0     |    1     |    0     |    1     |               |        461250 |               |        461250 |
|  294|   20423| MASINA SPALAT AUTOM                     | buc        | NOU     |    0     |    1     |    0     |    1     |               |       1243583 |               |       1243583 |
|  295|   20424| CANAPEA CU 2 FOTOLII                    | buc        | NOU     |    0     |    1     |    0     |    1     |               |       3173990 |               |       3173990 |
|  296|   20425| DULAP CU 2 USI                          | buc        | NOU     |    0     |    1     |    0     |    1     |               |       1486628 |               |       1486628 |
|  297|   20426| SCAUN EURO ROTATIV                      | buc        | NOU     |    0     |    1     |    0     |    1     |               |        724465 |               |        724465 |
|  298|   20428| PANOU STIPLEX HOTEL                     | buc        | NOU     |    0     |    1     |    0     |    1     |               |        318400 |               |        318400 |
|  299|   20429| ANTENA AUTO                             | buc        | NOU     |    0     |    2     |    0     |    2     |               |       1492367 |               |       1492367 |
|  300|   20430| COMBINA AUDIO TV                        | buc        | NOU     |    0     |    1     |    0     |    1     |               |        730089 |               |        730089 |
|  301|   20431| BIROU 1.6-3301                          | buc        | NOU     |    0     |    1     |    0     |    1     |               |        745159 |               |        745159 |
|  302|   20432| CORP 4 SERTARE                          | buc        | NOU     |    0     |    1     |    0     |    1     |               |        663062 |               |        663062 |
|  303|   20433| RETUR BIROU                             | buc        | NOU     |    0     |    1     |    0     |    1     |               |        519364 |               |        519364 |
|  304|   20434| DULAP 3314                              | buc        | NOU     |    0     |    1     |    0     |    1     |               |       1410151 |               |       1410151 |
|  305|   20435| CORP INF 2 USI                          | buc        | NOU     |    0     |    1     |    0     |    1     |               |        566582 |               |        566582 |
|  306|   20436| VITRINA 3320                            | buc        | NOU     |    0     |    2     |    0     |    2     |               |       1647582 |               |       1647582 |
|  307|   20437| CLASOR- DULAP                           | buc        | NOU     |    0     |    1     |    0     |    1     |               |        730799 |               |        730799 |
|  308|   20438| BIROU COLT NEGRU                        | buc        | NOU     |    0     |    1     |    0     |    1     |               |        372512 |               |        372512 |
|  309|   20439| SCAUN DACTILO                           | buc        | NOU     |    0     |    8     |    0     |    8     |               |       3329811 |               |       3329811 |
|  310|   20440| BIROU 3101                              | buc        | NOU     |    0     |    1     |    0     |    1     |               |        769276 |               |        769276 |
|  311|   20441| ANEXA 3102                              | buc        | NOU     |    0     |    1     |    0     |    1     |               |        488788 |               |        488788 |
|  312|   20442| COMODA                                  | buc        | NOU     |    0     |    4     |    0     |    4     |               |       3270258 |               |       3270258 |
|  313|   20443| DULAP 3113                              | buc        | NOU     |    0     |    1     |    0     |    1     |               |       1477876 |               |       1477876 |
|  314|   20444| FOTOLIU PIELE                           | buc        | NOU     |    0     |    1     |    0     |    1     |               |        974989 |               |        974989 |
|  315|   20445| BIROU FEMEI                             | buc        | NOU     |    0     |    9     |    0     |    9     |               |       6086476 |               |       6086476 |
|  316|   20446| BIROU MINISTRU                          | buc        | NOU     |    0     |    5     |    0     |    5     |               |       2317351 |               |       2317351 |
|  317|   20447| SUPORT CALCULATOR                       | buc        | NOU     |    0     |    1     |    0     |    1     |               |        633638 |               |        633638 |
|  318|   20448| ETAJERAM 4 SERTARE                      | buc        | NOU     |    0     |    1     |    0     |    1     |               |       1367531 |               |       1367531 |
|  319|   20449| MASINA SCRIS HERMES                     | buc        | NOU     |    0     |    1     |    0     |    1     |               |       1057665 |               |       1057665 |
|  320|   20450| SET IMBUIS                              | buc        | NOU     |    0     |    1     |    0     |    1     |               |         36555 |               |         36555 |
|  321|   20451| LERA                                    | buc        | NOU     |    0     |    1     |    0     |    1     |               |         28908 |               |         28908 |
|  322|   20452| PRELATA AUTO GUNOIERA                   | buc        | NOU     |    0     |    1     |    0     |    1     |               |        814545 |               |        814545 |
|  323|   20453| CHEIE PT ROT. 30/32                     | buc        | NOU     |    0     |    1     |    0     |    1     |               |        415966 |               |        415966 |
|  324|   20454| CRIC HIDRAULUC 80T                      | buc        | NOU     |    0     |    1     |    0     |    1     |               |        735294 |               |        735294 |
|  325|   20455| TRIUNGHI REFLECT.                       | buc        | NOU     |    0     |    1     |    0     |    1     |               |        214286 |               |        214286 |
|  326|   20456| CONTOR APA RECE MULTIJET                | buc        | NOU     |    0     |    1     |    0     |    1     |               |        609244 |               |        609244 |
|  327|   20457| FIER CALCAT NIDA                        | buc        | NOU     |    0     |    2     |    0     |    2     |               |       1071008 |               |       1071008 |
|  328|   20458| POLIZOR GWS                             | buc        | NOU     |    0     |    1     |    0     |    1     |               |        680600 |               |        680600 |
|  329|   20461| ROTOPERCT GBH 224                       | buc        | NOU     |    0     |    1     |    0     |    1     |               |        823368 |               |        823368 |
|  330|   20462| CISME CAUCIUC                           | per        | NOU     |    0     |    84    |    0     |    84    |               |       7063812 |               |       7063812 |
|  331|   20465| SORTURI ALBE                            | buc        | NOU     |    0     |    20    |    0     |    20    |               |        485800 |               |        485800 |
|  332|   20466| TRUSE SANITARE AUTO                     | buc        | NOU     |    0     |    1     |    0     |    1     |               |        201681 |               |        201681 |
|  333|   20467| TRIUNGHIURI REFLECT.                    | buc        | NOU     |    0     |    2     |    0     |    2     |               |        252100 |               |        252100 |
|  334|   20469| CLESTE PATENT                           | buc        | NOU     |    0     |    3     |    0     |    3     |               |        126051 |               |        126051 |
|  335|   20470| CHIUVETA PAFS                           | buc        | NOU     |    0     |    2     |    0     |    2     |               |        235000 |               |        235000 |
|  336|   20471| TELEV.PHILIPS 14 PT                     | buc        | NOU     |    0     |    1     |    0     |    1     |               |       1590336 |               |       1590336 |
|  337|   20472| SUPORT PROSOP                           | buc        | NOU     |    0     |    10    |    0     |    10    |               |       1075632 |               |       1075632 |
|  338|   20473| SAVONIERE                               | buc        | NOU     |    0     |    10    |    0     |    10    |               |        181512 |               |        181512 |
|-----|--------|-----------------------------------------|------------|---------|----------|----------|----------|----------|---------------|---------------|---------------|---------------|
                                                                                                                                                                                  08/05/2004                                                                                                              
 ADM PIETELOR PITESTI -  -   -  -   -                                                                                        PERIOADA:  01/01/2004 - 08/05/2004            pagina:     7
|-----|--------|-----------------------------------------|------------|---------|-------------------------------------------|---------------------------------------------------------------|
|     |        |                                         | UNITATE    |  STARE  |            C A N T I T A T I V            |                   V A L O R I C                               |
| Crt.| FISA   |             DENUMIREA MATERIALULUI      |   DE       | MATERIAL|-------------------------------------------|---------------------------------------------------------------|
|     |        |                                         | MASURA     |         |STOC PREC.| INTRARI  |  IESIRI  |   STOC   |  SOLD INITIAL |    DEBIT      |    CREDIT     |     SOLD      |
|-----|--------|-----------------------------------------|------------|---------|----------|----------|----------|----------|---------------|---------------|---------------|---------------|
|  339|   20475| CALCT CITIZEN SDC8840 CONTRACT          | buc        | NOU     |    0     |    2     |    0     |    2     |               |        589916 |               |        589916 |
|  340|   20476| SAPA                                    | buc        | NOU     |    0     |    2     |    0     |    2     |               |         16807 |               |         16807 |
|  341|   20477| SAPALIGA                                | buc        | NOU     |    0     |    2     |    0     |    2     |               |         10084 |               |         10084 |
|  342|   20479| MASINA GAURIT MG 10/08.2000             | buc        | NOU     |    0     |    1     |    0     |    1     |               |        649750 |               |        649750 |
|  343|   20480| COS GUNOI-T GALV.-PUBELE                | buc        | NOU     |    0     |    25    |    0     |    25    |               |       8655182 |               |       8655182 |
|  344|   20481| HALATE DOC FEMEI.IX.2000                | buc        | NOU     |    0     |    25    |    0     |    25    |               |       2062500 |               |       2062500 |
|  345|   20482| SCARA AL ARHIVA IX.2000                 | buc        | NOU     |    0     |    1     |    0     |    1     |               |        383193 |               |        383193 |
|  346|   20483| RAFT EXP MARFA SIST BAR                 | buc        | NOU     |    0     |    3     |    0     |    3     |               |       1482855 |               |       1482855 |
|  347|   20484| RADIATOR EL 2000W/XI.2000               | buc        | NOU     |    0     |    3     |    0     |    3     |               |       1276471 |               |       1276471 |
|  348|   20485| MOCHETA BLEUMARIN                       | mp         | NOU     |    0     |    40    |    0     |    40    |               |       2857143 |               |       2857143 |
|  349|   20486| SINE PVC                                | buc        | NOU     |    0     |    1     |    0     |    1     |               |       1211294 |               |       1211294 |
|  350|   20487| GECI MATLASATE.XII.2000                 | buc        | NOU     |    0     |    10    |    0     |    10    |               |       4500000 |               |       4500000 |
|  351|   20488| COMODA XII/2000                         | buc        | NOU     |    0     |    1     |    0     |    1     |               |       1473950 |               |       1473950 |
|  352|   20489| ANTENA TV FIF.XII.2000                  | buc        | NOU     |    0     |    1     |    0     |    1     |               |        327731 |               |        327731 |
|  353|   20490| SCAUNE TAPITATE.XII.2000                | buc        | NOU     |    0     |    20    |    0     |    20    |               |       5882353 |               |       5882353 |
|  354|   20491| BOILER INSTANT                          | buc        | NOU     |    0     |    1     |    0     |    1     |               |       1302521 |               |       1302521 |
|  355|   20492| LAVOAR CU PICIOR                        | buc        | NOU     |    0     |    1     |    0     |    1     |               |        528571 |               |        528571 |
|  356|   20493| PLUS PT FATA MASA                       | ml         | NOU     |    0     |  5.300   |    0     |  5.300   |               |        672522 |               |        672522 |
|  357|   20494| SCAUN ROT.CU BRATE XII.2000             | buc        | NOU     |    0     |    1     |    0     |    1     |               |       1638655 |               |       1638655 |
|  358|   20496| IMPRIMANTA EPSON LX30                   | buc        | NOU     |    0     |    1     |    0     |    1     |               |       4369748 |               |       4369748 |
|  359|   20497| DALTI                                   | buc        | NOU     |    0     |    8     |    0     |    8     |               |        143697 |               |        143697 |
|  360|   20498| CONVECTOR 01/001                        | buc        | NOU     |    0     |    1     |    0     |    1     |               |        483193 |               |        483193 |
|  361|   20499| CALCL CITIZEN SDC 395 01/001            | buc        | NOU     |    0     |    1     |    0     |    1     |               |        494118 |               |        494118 |
|  362|   20500| TRANSFORM.SUDURA 180 A                  | buc        | NOU     |    0     |    1     |    0     |    1     |               |       3352941 |               |       3352941 |
|  363|   20501| BOILER 100L                             | buc        | NOU     |    0     |    1     |    0     |    1     |               |       2226891 |               |       2226891 |
|  364|   20502| STAMP.COD FISCAL                        | buc        | NOU     |    0     |    1     |    0     |    1     |               |        158245 |               |        158245 |
|  365|   20503| STAMP.NR.1 UNIT.                        | buc        | NOU     |    0     |    1     |    0     |    1     |               |        212185 |               |        212185 |
|  366|   20504| STAMP.DATIERA SECRETARIAT               | buc        | NOU     |    0     |    1     |    0     |    1     |               |        351429 |               |        351429 |
|  367|   20505| STAMP.CONTR.PREVENT.2                   | buc        | NOU     |    0     |    1     |    0     |    1     |               |        351429 |               |        351429 |
|  368|   20506| STAMP.INSP.RESURSE UMANE                | buc        | NOU     |    0     |    1     |    0     |    1     |               |        121442 |               |        121442 |
|  369|   20507| VAS WC FONTA TURCESC                    | buc        | NOU     |    0     |    1     |    0     |    1     |               |        716387 |               |        716387 |
|  370|   20508| CALCULAT.BIROU CANON WS1600             | buc        | NOU     |    0     |    2     |    0     |    2     |               |        840336 |               |        840336 |
|  371|   20509| COSURI GUNOI-PUBELE 06.2001             | buc        | NOU     |    0     |    20    |    0     |    20    |               |       8378204 |               |       8378204 |
|  372|   20510| MESE METAL.PLIANTE 800/800/750          | buc        | NOU     |    0     |    30    |    0     |    30    |               |      12573540 |               |      12573540 |
|  373|   20511| GALANTARE RAME AL.GEAM                  | buc        | NOU     |    0     |    9     |    0     |    9     |               |      11250000 |               |      11250000 |
